ECCS_Clone_RowId,FacilityMnem_Source,Accommodation_Mnem_Source,Accommodation_Name_Source,PA_Code_Source,Active_Source,TargetMatchMtx,DB_RecordCount,FacilityMnem_Target,Accommodation_Mnem_Target,Accommodation_Name_Target,PA_Code_Target,Active_Target,DisplayCurrentValues,ExcludeFromSharepoint,Action To Take,Update_User,Update_Datetime,System_Update_User,System_Update_Datetime,ECCS_SourceServer,ECCS_SourceDatabase,ECCS_SourceProcedure,ECCS_ScopeKind,ECCS_ScopeValue,ECCS_SourceUser,ECCS_ClonedAtUtc
397,COCCL,SNF,SKILLED NURSING FACILITY,SN,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCCL,PR,PRIVATE ROOM,PR,Y,Y,N,None,BMB1734,39:53.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
398,COCCL,SP,MED/SURG SEMI-PRIVATE,S,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCCL,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,BMB1734,51:21.9,corpsvcmtxcutoverrpt_sql,00:03.3,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
399,COCCL,TC,CTICU,TC,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCCL,PR,PRIVATE ROOM,PR,Y,Y,N,None,BMB1734,39:53.7,corpsvcmtxcutoverrpt_sql,00:06.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
400,COCCL,TE,TELEMETRY,TE,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCCL,PR,PRIVATE ROOM,PR,Y,Y,N,None,BMB1734,39:53.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
401,COCCL,TREC,TRAUMA ECMO,TR,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCCL,TREC,TRAUMA WITH ECMO,ET,Y,Y,N,None,BMB1734,55:44.8,corpsvcmtxcutoverrpt_sql,00:07.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
402,COCCN,AAA,SUE- TEST-INAC 1/3 6:30P,,N,NO MATCH,0,COCCN,,,,,N,Y,None,QVO8748,23:25.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
403,COCCN,B,NEWBORN,B,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:05.9,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
404,COCCN,CCU,Intermediate CCU,CU,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PCP,PROGRESSIVE CARE PRIVATE,PP,Y,Y,N,None,QVO8748,38:48.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
405,COCCN,EC,CCU W/ ECMO,EC,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,EC,ECMO,EC,Y,Y,N,None,JKB0282,21:34.4,corpsvcmtxcutoverrpt_sql,00:03.0,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
406,COCCN,I,INTENSIVE CARE,IC,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,IC,INTENSIVE CARE,IC,Y,Y,N,None,JKB0282,26:36.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
407,COCCN,IEH,ICU ED HOLD,IE,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,IC,INTENSIVE CARE,IC,Y,Y,N,None,QVO8748,31:05.9,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
408,COCCN,IH,SMI PVT INT ICU ED HOLD,IH,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,IC,INTENSIVE CARE,IC,Y,Y,N,None,QVO8748,31:06.0,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
409,COCCN,IM,Intermediate ICU Hold,I,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PCP,PROGRESSIVE CARE PRIVATE,PP,Y,Y,N,None,QVO8748,38:48.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
410,COCCN,IMI,Intermedite ICU,IM,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,IC,INTENSIVE CARE,IC,Y,Y,N,None,QVO8748,31:06.0,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
411,COCCN,IS,ISOLATION,IS,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,IS,ISOLATION,IS,Y,Y,N,None,JKB0282,26:36.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
412,COCCN,M,CORONARY CARE,CC,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,CC,CORONARY CARE,CC,Y,Y,N,None,JKB0282,26:36.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
413,COCCN,MH,PVT TRM MED/SUR ED HOLD,MH,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PR,PRIVATE ROOM,PR,Y,Y,N,None,QVO8748,42:38.1,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
414,COCCN,MI,MEDICAL ICU,MI,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,IC,INTENSIVE CARE,IC,Y,Y,N,None,JKB0282,26:37.0,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
415,COCCN,MS,Med Surg,MS,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,MS,MED SURG,MS,Y,Y,N,None,JKB0282,26:37.1,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
416,COCCN,NI,NSY ISOLATION OR BORDER,NI,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PR,PRIVATE ROOM,PR,Y,Y,N,None,QVO8748,31:06.1,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
417,COCCN,NIC,NEUROSCIENCES INTENSIVE CARE,NC,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,IC,INTENSIVE CARE,IC,Y,Y,N,None,QVO8748,31:06.1,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
418,COCCN,NS,NURSERY ICU,NS,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PR,PRIVATE ROOM,PR,Y,Y,N,None,QVO8748,31:06.1,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
419,COCCN,NTP,NON-TELEMETRY PRIVATE,NT,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,26:37.2,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
420,COCCN,NTS,NON-TELEMETRY SEMI-PRIVATE,TS,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,JKB0282,26:37.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
421,COCCN,P,PRIVATE ROOM,P,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,26:37.4,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
422,COCCN,PC,PROGRESSIVE CARE UNIT,PC,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:06.2,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
423,COCCN,PC-P,PROGRESSIVE CARE PRIVATE,PP,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PCP,PROGRESSIVE CARE PRIVATE,PP,Y,Y,N,None,JKB0282,26:37.4,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
424,COCCN,PC-S,PROGRESSIVE CARE SEMI-PRIVATE,PS,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:06.2,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
425,COCCN,PEH,R&B PRIVATE ED HOLD,PE,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,PR,PRIVATE ROOM,PR,Y,Y,N,None,JKB0282,26:37.5,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
426,COCCN,PH,PVT TRM W/TELE ED HOLD,PH,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:06.2,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
427,COCCN,S,SEMI-PRIVATE ROOM,SP,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:06.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
428,COCCN,SEH,R&B SEMI PVT ED HOLD,SE,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:06.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
429,COCCN,SH,SMI PVT TRM MS ED HOLD,SH,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:06.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
430,COCCN,STH,SPVT TRM W/TEL ED HOLD,ST,Y,ZCON (2026-08-13),0,COCCN,M,MEDICAL,M,Y,Y,N,None,QVO8748,31:06.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
431,COCCN,T,TELEMETRY,T,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,TEL,TELEMETRY,TE,Y,Y,N,None,JKB0282,26:37.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
432,COCCN,TH,SEMI PVT W/TELE ED HOLD,TH,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,TEL,TELEMETRY,TE,Y,Y,N,None,JKB0282,26:37.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
433,COCCN,TIE,TRAUMA ICU ED HOLD,TE,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,TR,TRAUMA,TR,Y,Y,N,None,QVO8748,31:06.4,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
434,COCCN,TIH,TRM INT ICU ED HOLD,TI,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,TR,TRAUMA,TR,Y,Y,N,None,QVO8748,57:44.0,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
435,COCCN,TR,TRAUMA ICU,TR,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCCN,TR,TRAUMA,TR,Y,Y,N,None,JKB0282,26:37.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
436,COCCN,VP,VIP SUITE,VP,N,NO MATCH,0,COCCN,,,,,N,Y,None,QVO8748,23:25.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
437,COCCN,VT,VIP SUITE WITH TELEMETRY,VT,N,NO MATCH,0,COCCN,,,,,N,Y,None,QVO8748,23:25.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
438,COCCR,C,CARDIOVASULAR SURGERY INT CARE,CR,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,,Y,N,None,IIU7623,34:48.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
439,COCCR,CC,CARDIAC CARE,CC,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,CC,CORONARY CARE,CC,,Y,N,None,IIU4396,45:15.1,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
440,COCCR,CO,CCU OBSERVATION,CO,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,,Y,N,None,IIU7623,34:48.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
441,COCCR,EC,ECMO,EC,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,EC,ECMO,EC,,Y,N,None,IIU7623,58:22.1,corpsvcmtxcutoverrpt_sql,00:05.2,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
442,COCCR,H,HOSPICE,H,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,,Y,N,None,IIU7623,34:48.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
443,COCCR,HE,HOLDOVER ER,HE,N,NO MATCH,0,COCCR,,,,,N,Y,None,IIU7623,10:52.9,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
444,COCCR,I,INTENSIVE CARE,IC,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,IC,INTENSIVE CARE,IC,Y,Y,N,None,IIU7623,34:43.2,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
445,COCCR,IC,INTERMEDIATE NURSERY - NSY2,NB,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
446,COCCR,ICT,INTENSIVE CARE - TRAUMA,IT,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,TRIC,TRAUMA INTENSIVE CARE,IT,Y,Y,N,None,IIU7623,34:43.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
447,COCCR,IS,ISOLATION,IS,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
448,COCCR,L1,NEWBORN LEVEL I R&B,L1,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,IIU7623,34:43.4,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
449,COCCR,L2,NEWBORN LEVEL II R&B,L2,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,L2,NEWBORN LEVEL II CARE,L2,Y,Y,N,None,IIU7623,34:43.4,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
450,COCCR,L3,NEWBORN LEVEL III R&B,L3,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,L3,NEWBORN LEVEL III CARE,L3,Y,Y,N,None,IIU7623,34:43.4,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
451,COCCR,L4,NEWBORN LEVEL IV R&B,L4,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.5,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
452,COCCR,LOA,LEAVE OF ABSENCE,LA,N,NO MATCH,0,COCCR,,,,,N,Y,None,IIU7623,10:53.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
453,COCCR,N,INTERMEDIATE,IM,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PC,PROGRESSIVE CARE,IM,Y,Y,N,None,IIU7623,34:43.5,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
454,COCCR,NU,NURSERY,NU,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,IIU7623,34:43.5,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
455,COCCR,OBS,OBSERVATION,OS,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
456,COCCR,P,PRIVATE ROOM,P,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
457,COCCR,PP,POSTPARTUM ROOM,PP,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
458,COCCR,RHB,REHAB,RE,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
459,COCCR,S,SEMI-PRIVATE ROOM,SP,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
460,COCCR,SDP,STEP DOWN PRIVATE,DP,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
461,COCCR,SNF,SKILLED NURSING FACILITY,SN,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,34:43.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
462,COCCR,TE,TELEMETRY,TE,Y,"TEST (2026-09-20),ZCON (2026-09-20),LIVE (2026-09-04)",0,COCCR,TEL,TELEMETRY,TE,Y,Y,N,None,IIU7623,34:43.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
