ECCS_Clone_RowId,FacilityMnem_Source,Accommodation_Mnem_Source,Accommodation_Name_Source,PA_Code_Source,Active_Source,TargetMatchMtx,DB_RecordCount,FacilityMnem_Target,Accommodation_Mnem_Target,Accommodation_Name_Target,PA_Code_Target,Active_Target,DisplayCurrentValues,ExcludeFromSharepoint,Action To Take,Update_User,Update_Datetime,System_Update_User,System_Update_Datetime,ECCS_SourceServer,ECCS_SourceDatabase,ECCS_SourceProcedure,ECCS_ScopeKind,ECCS_ScopeValue,ECCS_SourceUser,ECCS_ClonedAtUtc
2112,COCPL,E.PC,Progressive Care,PC,Y,NO MATCH,94,COCPL,PC,PROGRESSIVE CARE,PC,Y,Y,N,None,DJU8757,09:05.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2113,COCPL,E.PO,PRIVATE PATIENT ROOM OVERFLOW,PO,Y,NO MATCH,10,COCPL,PR,PRIVATE ROOM,P,Y,Y,N,None,DJU8757,09:05.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2114,COCPL,E.PS,PEDS SEMI PRIVATE,PS,Y,NO MATCH,0,COCPL,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,DJU8757,09:06.1,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2115,COCPL,E.S,Suite,S,Y,NO MATCH,0,COCPL,PR,PRIVATE ROOM,P,Y,Y,N,None,DJU8757,09:06.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2116,COCPL,E.SP,Semi Private,SP,Y,NO MATCH,37,COCPL,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,DJU8757,09:06.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2117,COCPL,E.SPEC,SPECIALS FROM ED,RD,Y,NO MATCH,0,COCPL,PR,PRIVATE ROOM,P,Y,Y,N,None,DJU8757,09:06.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2118,COCPL,E.SPMB,SEMI PRIVATE MONITOR BED,SB,Y,NO MATCH,0,COCPL,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,DJU8757,09:06.6,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2119,COCPL,E.SPO,SEMI PRIVATE PT ROOM OVERFLOW,SO,Y,NO MATCH,0,COCPL,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,DJU8757,09:06.8,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2120,COCPL,E.SUR,SURGERY FROM ED,OR,Y,NO MATCH,0,COCPL,PR,PRIVATE ROOM,P,Y,Y,N,None,DJU8757,09:06.9,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2121,COCPL,E.T,Telemetry,T,Y,NO MATCH,10,COCPL,TEL,TELEMETRY,TE,Y,Y,N,None,DJU8757,09:07.0,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2122,COCPL,E.TRAUMA,INTENSIVE CARE TRAUMA,TR,Y,NO MATCH,45,COCPL,TRIC,TRAUMA INTENSIVE CARE,TR,Y,Y,N,None,DJU8757,09:07.2,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2123,COCPL,L1,NEWBORN LEVEL 1,L1,Y,NO MATCH,55,COCPL,L1,NEWBORN LEVEL I CARE,L1,Y,Y,N,None,DJU8757,09:07.3,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2124,COCPL,L2,NEWBORN LEVEL 2,L2,Y,NO MATCH,48,COCPL,L2,NEWBORN LEVEL II CARE,L2,Y,Y,N,None,DJU8757,09:07.4,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2125,COCPL,L3,NEWBORN LEVEL 3,L3,Y,NO MATCH,34,COCPL,L3,NEWBORN LEVEL III CARE,L3,Y,Y,N,None,DJU8757,09:07.5,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2126,COCPL,L4,NEWBORN LEVEL 4,L4,Y,NO MATCH,6,COCPL,L4,NEWBORN LEVEL IV CARE,L4,Y,Y,N,None,DJU8757,09:07.7,corpsvcmtxcutoverrpt_sql,12:30.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2127,COCPMA,I,INTENSIVE CARE,IC,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCPMA,IC,INTENSIVE CARE,IC,Y,Y,N,None,KSI8889,09:48.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2128,COCPMA,IS,ISOLATION,IS,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCPMA,IS,ISOLATION,IS,Y,Y,N,None,KSI8889,09:48.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2129,COCPMA,M,CORONARY CARE,CC,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCPMA,CC,CORONARY CARE,CC,Y,Y,N,None,KSI8889,09:48.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2130,COCPMA,MS,Med Surg,MS,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCPMA,MS,MED SURG,MS,Y,Y,N,None,KSI8889,09:48.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2131,COCPMA,P,PRIVATE ROOM,P,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCPMA,PR,PRIVATE ROOM,PR,Y,Y,N,None,KSI8889,09:48.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2132,COCPMA,PC,PROGRESSIVE CARE UNIT,PC,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCPMA,PC,PROGRESSIVE CARE,PC,Y,Y,N,None,KSI8889,09:48.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2133,COCPMA,T,TELEMETRY,T,Y,"TEST (2026-08-13),ZCON (2026-08-13),LIVE (2026-08-11)",0,COCPMA,TEL,TELEMETRY,TE,Y,Y,N,None,KSI8889,09:48.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2134,COCPMC,AP,ANTEPARTUM ROOM,AP,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PR,PRIVATE ROOM,PR,Y,Y,N,None,IIU7623,03:17.2,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2135,COCPMC,I,INTENSIVE CARE,IC,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,IC,INTENSIVE CARE,IC,Y,Y,N,None,IIU7623,03:17.3,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2136,COCPMC,MED,MEDICAL UNIT,ME,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PR,PRIVATE ROOM,PR,Y,N,N,None,QXA4067,48:08.8,corpsvcmtxcutoverrpt_sql,11:41.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2137,COCPMC,N,INTERMEDIATE,IM,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PC,PROGRESSIVE CARE,IM,Y,Y,N,None,IIU7623,03:17.4,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2138,COCPMC,N1,NURSERY LEVEL 1,N1,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PR,PRIVATE ROOM,PR,Y,Y,N,None,IIU7623,03:17.5,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2139,COCPMC,N2,NURSERY LEVEL II,N2,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PR,PRIVATE ROOM,PR,Y,Y,N,None,IIU7623,03:17.5,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2140,COCPMC,NB,NEWBORN,NB,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PR,PRIVATE ROOM,PR,Y,Y,N,None,IIU7623,03:17.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2141,COCPMC,P,PRIVATE ROOM,P,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PR,PRIVATE ROOM,PR,Y,Y,N,None,IIU7623,03:17.6,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2142,COCPMC,S,SEMI-PRIVATE ROOM,SP,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,IIU7623,03:17.7,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2143,COCPMC,TE,TELEMETRY,TE,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,TEL,TELEMETRY,TE,Y,Y,N,None,IIU7623,03:17.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2144,COCPMC,TS,TELEMETRY SEMI-PRIVATE,TS,Y,"TEST (2026-08-12),ZCON (2026-08-12),LIVE (2026-08-11)",0,COCPMC,PR,PRIVATE ROOM,PR,Y,Y,N,None,IIU7623,03:17.8,corpsvcmtxcutoverrpt_sql,47:33.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2145,COCPPA,I,INTENSIVE CARE,I,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,IC,INTENSIVE CARE,I,Y,Y,N,None,IIU7623,55:15.9,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2146,COCPPA,IC,INTENSIVE CARE,IC,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,IC,INTENSIVE CARE,I,N,N,Y,None,IIU7623,55:16.0,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2147,COCPPA,ICUECMO,ICU W/ECMO,IE,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,EC,ECMO,EC,Y,Y,N,None,IIU7623,9/18/2025 10:19,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2148,COCPPA,IM,INTERMEDIATE CARE,IM,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,PC,PROGRESSIVE CARE,IM,Y,Y,N,None,IIU7623,55:16.0,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2149,COCPPA,IS,ISOLATION,IS,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,IS,ISOLATION,IS,Y,Y,N,None,IIU7623,55:16.1,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2150,COCPPA,N,INTERMEDIATE,N,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,PC,PROGRESSIVE CARE,IM,Y,Y,N,None,IIU7623,55:16.1,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2151,COCPPA,P,PRIVATE ROOM,P,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,PR,PRIVATE ROOM,P,Y,Y,N,None,IIU7623,55:16.1,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2152,COCPPA,S,SEMI-PRIVATE ROOM,SP,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,SP,SEMI PRIVATE ROOM,SP,Y,Y,N,None,IIU7623,55:16.2,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2153,COCPPA,TE,TELEMETRY,TE,Y,"TEST (2025-12-11),ZCON (2025-12-11),LIVE (2025-12-05)",0,COCPPA,TEL,TELEMETRY,TE,Y,Y,N,None,IIU7623,55:16.2,HCA\IIU4396,46:47.7,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2154,COCPZ,CM.ERCICU,ER COVID ICU,EU,Y,NO MATCH,0,COCPZ,IC,INTENSIVE CARE,IC,,Y,N,None,DJU8757,11:24.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2155,COCPZ,CM.ERCMS,ER COVID MS,EO,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:48.6,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2156,COCPZ,CM.ERCONC,ER COVIC ONC,EN,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:48.6,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2157,COCPZ,CM.ERCOVID,ER COVID,EC,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:48.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2158,COCPZ,CM.ERCPCU,ER COVID PCU,ED,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:48.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2159,COCPZ,ICUECMO,ECMO SURGICAL ICU ROOM,IE,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:48.8,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2160,COCPZ,M.3E REHAB,3E Rehab Unit,RE,Y,NO MATCH,17,COCPZ,R,REHABILITATION,RB,,Y,N,None,DJU8757,11:24.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2161,COCPZ,M.3W SPCU,3W Surgical PCU,SR,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:48.9,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2162,COCPZ,M.4S PCUOF,4S PCU OVERFLOW,OU,Y,NO MATCH,18,COCPZ,PC,PROGRESSIVE CARE,PC,,Y,N,None,DJU8757,11:24.6,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2163,COCPZ,M.4W CVSU,4W CV Speciality Unit,VS,Y,NO MATCH,35,COCPZ,PR,PRIVATE ROOM,PR,,Y,N,None,DJU8757,11:24.6,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2164,COCPZ,M.4W CVT,4W CV TRANSITIONAL SERVICES,CT,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.0,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2165,COCPZ,M.5E,*5 EAST,5E,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.1,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2166,COCPZ,M.5E N/M,5E NEURO/MEDICAL PCU,NE,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.1,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2167,COCPZ,M.5E NM,5E Neuro/Medical PCU,UC,Y,NO MATCH,13,COCPZ,PC,PROGRESSIVE CARE,PC,,Y,N,None,DJU8757,11:24.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2168,COCPZ,M.5W,*5 WEST,5W,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.2,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2169,COCPZ,M.5W M/S,5W MEDICAL/SURGICAL,MW,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.3,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2170,COCPZ,M.5W MS,5W Medical/surgical,MG,Y,NO MATCH,15,COCPZ,PR,PRIVATE ROOM,PR,,Y,N,None,DJU8757,11:24.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2171,COCPZ,M.6E,6 EAST,6E,Y,NO MATCH,31,COCPZ,PR,PRIVATE ROOM,PR,,Y,N,None,DJU8757,11:24.8,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2172,COCPZ,M.6E SG/ON,6E SURGICAL/ONCOLOGY,OG,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.4,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2173,COCPZ,M.6E SGON,6E Surgical/Oncology,SG,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.4,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2174,COCPZ,M.6W,6 WEST RENAL PCU,6W,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2175,COCPZ,M.6W RCU,6W Renal Care Unit,RC,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.5,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2176,COCPZ,M.6W1,6W-1 Surgical/Oncology,GO,Y,NO MATCH,23,COCPZ,PR,PRIVATE ROOM,PR,,Y,N,None,DJU8757,11:24.8,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2177,COCPZ,M.6W2,6W-2 Blood Cancer Unit,BC,Y,NO MATCH,5,COCPZ,PR,PRIVATE ROOM,PR,,Y,N,None,DJU8757,11:24.9,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2178,COCPZ,M.7E,*7 EAST,7E,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2179,COCPZ,M.7W,*7 WEST,7W,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.7,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2180,COCPZ,M.7W MS,7W Medical/Surgical,7M,Y,NO MATCH,39,COCPZ,PR,PRIVATE ROOM,PR,,Y,N,None,DJU8757,11:24.9,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2181,COCPZ,M.BURPBED,BURLESON PBED,BU,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.8,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
2182,COCPZ,M.CC,CORONARY CARE,CC,N,NO MATCH,0,COCPZ,,,,,N,Y,None,DJU8757,29:49.9,corpsvcmtxcutoverrpt_sql,43:36.1,xrdcwddbsuip06,MTX_ACOE_Cutover_Reporting,UI_Excel_Select_Xwalk_Source_Accommodations,facility,*ALL*,QXA4067,07:43.2
